Customer ID,Customer Since,City,State
8050.0,2016-9,Kandhkot,Sindh
8051.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8052.0,2016-9,Taxila,Punjab
8053.0,2016-9,Okara,Punjab
8054.0,2016-9,Peshawar,Khyber-Pakhtunkhwa
8055.0,2016-9,Dera Ismail Khan,Khyber-Pakhtunkhwa
8056.0,2016-9,Wah Cantonment,Punjab
8057.0,2016-9,Quetta,Balochistan
8058.0,2016-9,Dera Ismail Khan,Khyber-Pakhtunkhwa
8059.0,2016-9,Larkana,Sindh
8060.0,2016-9,Sargodha,Punjab
8061.0,2016-9,Quetta,Balochistan
8062.0,2016-9,Khuzdar,Balochistan
8063.0,2016-9,Sadiqabad,Punjab
8064.0,2016-9,Vehari,Punjab
8065.0,2016-9,Sargodha,Punjab
8066.0,2016-9,Gujranwala,Punjab
8067.0,2016-9,Faisalabad,Punjab
8068.0,2016-9,Gojra,Punjab
8069.0,2016-9,Gojra,Punjab
8070.0,2016-9,Kot Adu,Punjab
8071.0,2016-9,Rawalpindi,Punjab
8072.0,2016-9,Okara,Punjab
8073.0,2016-9,Gujrat,Punjab
8074.0,2016-9,Khuzdar,Balochistan
8075.0,2016-9,Mirpur Khas,Sindh
8076.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8077.0,2016-9,Quetta,Balochistan
8078.0,2016-9,Burewala,Punjab
8079.0,2016-9,Khairpur,Sindh
8080.0,2016-9,Taxila,Punjab
8081.0,2016-9,Rawalpindi,Punjab
8082.0,2016-9,Kandhkot,Sindh
8083.0,2016-9,Bahawalpur,Punjab
8084.0,2016-9,Shikarpur,Sindh
8085.0,2016-9,Peshawar,Khyber-Pakhtunkhwa
8086.0,2016-9,Khairpur,Sindh
8087.0,2016-9,Karachi,Sindh
8088.0,2016-9,Mirpur Khas,Sindh
8089.0,2016-9,Muridke,Punjab
8090.0,2016-9,Kamalia,Punjab
8091.0,2016-9,Gojra,Punjab
8092.0,2016-9,Dera Ismail Khan,Khyber-Pakhtunkhwa
8093.0,2016-9,Wazirabad,Punjab
8094.0,2016-9,Mirpur Khas,Sindh
8095.0,2016-9,Jaranwala,Punjab
8096.0,2016-9,Dadu,Sindh
8097.0,2016-9,Sahiwal,Punjab
8098.0,2016-9,Muzaffargarh,Punjab
8099.0,2016-9,Khanpur,Punjab
8100.0,2016-9,Rahim Yar Khan,Punjab
8101.0,2016-9,Taxila,Punjab
8102.0,2016-9,Chakwal,Punjab
8103.0,2016-9,Gujranwala,Punjab
8104.0,2016-9,Sadiqabad,Punjab
8105.0,2016-9,Swabi,Khyber-Pakhtunkhwa
8106.0,2016-9,Mardan,Khyber-Pakhtunkhwa
8107.0,2016-9,Chishtian,Punjab
8108.0,2016-9,Wazirabad,Punjab
8109.0,2016-9,Rawalpindi,Punjab
8110.0,2016-9,Sahiwal,Punjab
8111.0,2016-9,Hyderabad,Sindh
8112.0,2016-9,Muzaffargarh,Punjab
8113.0,2016-9,Okara,Punjab
8114.0,2016-9,Gujrat,Punjab
8115.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8116.0,2016-9,Wazirabad,Punjab
8117.0,2016-9,Wazirabad,Punjab
8118.0,2016-9,Khairpur,Sindh
8119.0,2016-9,Jacobabad,Sindh
8120.0,2016-9,Quetta,Balochistan
8121.0,2016-9,Mardan,Khyber-Pakhtunkhwa
8122.0,2016-9,Gujrat,Punjab
8123.0,2016-9,Nawabshah,Sindh
8124.0,2016-9,Jhang,Punjab
8125.0,2016-9,Sialkot,Punjab
8126.0,2016-9,Jhang,Punjab
8127.0,2016-9,Sahiwal,Punjab
8128.0,2016-9,Daska,Punjab
8129.0,2016-9,Khairpur,Sindh
8130.0,2016-9,Wazirabad,Punjab
8131.0,2016-9,Taxila,Punjab
8132.0,2016-9,Gojra,Punjab
8133.0,2016-9,Swabi,Khyber-Pakhtunkhwa
8134.0,2016-9,Kamalia,Punjab
8135.0,2016-9,Taxila,Punjab
8136.0,2016-9,Chakdara,Khyber-Pakhtunkhwa
8137.0,2016-9,Wazirabad,Punjab
8138.0,2016-9,Bahawalpur,Punjab
8139.0,2016-9,Dera Ismail Khan,Khyber-Pakhtunkhwa
8140.0,2016-9,Taxila,Punjab
8141.0,2016-9,Karachi,Sindh
8142.0,2016-9,Jhang,Punjab
8143.0,2016-9,Sargodha,Punjab
8144.0,2016-9,Chakwal,Punjab
8145.0,2016-9,Sialkot,Punjab
8146.0,2016-9,Lahore,Punjab
8147.0,2016-9,Chishtian,Punjab
8148.0,2016-9,Dera Ghazi Khan,Punjab
8149.0,2016-9,Multan,Punjab
8150.0,2016-9,Multan,Punjab
8151.0,2016-9,Mirpur Khas,Sindh
8152.0,2016-9,Dera Ghazi Khan,Punjab
8153.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8154.0,2016-9,Khuzdar,Balochistan
8155.0,2016-9,Kāmoke,Punjab
8156.0,2016-9,Wazirabad,Punjab
8157.0,2016-9,Gojra,Punjab
8158.0,2016-9,Gojra,Punjab
8159.0,2016-9,Pakpattan,Punjab
8160.0,2016-9,Nawabshah,Sindh
8161.0,2016-9,Sahiwal,Punjab
8162.0,2016-9,Pakpattan,Punjab
8163.0,2016-9,Hafizabad,Punjab
8164.0,2016-9,Mingora,Khyber-Pakhtunkhwa
8165.0,2016-9,Mingora,Khyber-Pakhtunkhwa
8166.0,2016-9,Jaranwala,Punjab
8167.0,2016-9,Wazirabad,Punjab
8168.0,2016-9,Vehari,Punjab
8169.0,2016-9,Mardan,Khyber-Pakhtunkhwa
8170.0,2016-9,Peshawar,Khyber-Pakhtunkhwa
8171.0,2016-9,Wazirabad,Punjab
8172.0,2016-9,Dadu,Sindh
8173.0,2016-9,Tando Allahyar,Sindh
8174.0,2016-9,Nawabshah,Sindh
8175.0,2016-9,Quetta,Balochistan
8176.0,2016-9,Sargodha,Punjab
8177.0,2016-9,Bahawalpur,Punjab
8178.0,2016-9,Gujranwala,Punjab
8179.0,2016-9,Kot Adu,Punjab
8180.0,2016-9,Burewala,Punjab
8181.0,2016-9,Gojra,Punjab
8182.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8183.0,2016-9,Multan,Punjab
8184.0,2016-9,Kasur,Punjab
8185.0,2016-9,Taxila,Punjab
8186.0,2016-9,Vehari,Punjab
8187.0,2016-9,Mirpur Khas,Sindh
8188.0,2016-9,Dadu,Sindh
8189.0,2016-9,Chiniot,Punjab
8190.0,2016-9,Jaranwala,Punjab
8191.0,2016-9,Jaranwala,Punjab
8192.0,2016-9,Dadu,Sindh
8193.0,2016-9,Gojra,Punjab
8194.0,2016-9,Kasur,Punjab
8195.0,2016-9,Gujranwala,Punjab
8196.0,2016-9,Jaranwala,Punjab
8197.0,2016-9,Daska,Punjab
8198.0,2016-9,Khairpur,Sindh
8199.0,2016-9,Sargodha,Punjab
8200.0,2016-9,Khairpur,Sindh
8201.0,2016-9,Muridke,Punjab
8202.0,2016-9,Rahim Yar Khan,Punjab
8203.0,2016-9,Rawalpindi,Punjab
8204.0,2016-9,Gojra,Punjab
8205.0,2016-9,Sukkur,Sindh
8206.0,2016-9,Peshawar,Khyber-Pakhtunkhwa
8207.0,2016-9,Okara,Punjab
8208.0,2016-9,Kamalia,Punjab
8209.0,2016-9,Khuzdar,Balochistan
8210.0,2016-9,Wazirabad,Punjab
8211.0,2016-9,Vehari,Punjab
8212.0,2016-9,Taxila,Punjab
8213.0,2016-9,Wah Cantonment,Punjab
8214.0,2016-9,Okara,Punjab
8215.0,2016-9,Gujranwala,Punjab
8216.0,2016-9,Gujranwala,Punjab
8217.0,2016-9,Kasur,Punjab
8218.0,2016-9,Tando Allahyar,Sindh
8219.0,2016-9,Dadu,Sindh
8220.0,2016-9,Burewala,Punjab
8221.0,2016-9,Kohat,Khyber-Pakhtunkhwa
8222.0,2016-9,Khuzdar,Balochistan
8223.0,2016-9,Multan,Punjab
8224.0,2016-9,Nowshera,Khyber-Pakhtunkhwa
8225.0,2016-9,Taxila,Punjab
8226.0,2016-9,Vehari,Punjab
8227.0,2016-9,Sahiwal,Punjab
8228.0,2016-9,Tando Allahyar,Sindh
8229.0,2016-9,Taxila,Punjab
8230.0,2016-9,Mirpur Khas,Sindh
8231.0,2016-9,Wah Cantonment,Punjab
8232.0,2016-9,Ahmadpur East,Punjab
8233.0,2016-9,Jaranwala,Punjab
8234.0,2016-9,Dera Ismail Khan,Khyber-Pakhtunkhwa
8235.0,2016-9,Dera Ghazi Khan,Punjab
8236.0,2016-9,Swabi,Khyber-Pakhtunkhwa
8237.0,2016-9,Sahiwal,Punjab
8238.0,2016-9,Daska,Punjab
8239.0,2016-9,Burewala,Punjab
8240.0,2016-9,Jhang,Punjab
8241.0,2016-9,Shekhupura,Punjab
8242.0,2016-9,Hyderabad,Sindh
8243.0,2016-9,Karachi,Sindh
8244.0,2016-9,Dera Ghazi Khan,Punjab
8245.0,2016-9,Karachi,Sindh
8246.0,2016-9,Rahim Yar Khan,Punjab
8247.0,2016-9,Taxila,Punjab
8248.0,2016-9,Swabi,Khyber-Pakhtunkhwa
8249.0,2016-9,Jacobabad,Sindh
8250.0,2016-9,Hyderabad,Sindh
8251.0,2016-9,Kamalia,Punjab
8252.0,2016-9,Sialkot,Punjab
8253.0,2016-9,Khairpur,Sindh
8254.0,2016-9,Khanpur,Punjab
8255.0,2016-9,Shekhupura,Punjab
8256.0,2016-9,Sadiqabad,Punjab
8257.0,2016-9,Muzaffargarh,Punjab
8258.0,2016-9,Jaranwala,Punjab
8259.0,2016-9,Sargodha,Punjab
8260.0,2016-9,Kāmoke,Punjab
8261.0,2016-9,Quetta,Balochistan
8262.0,2016-9,Kamalia,Punjab
8263.0,2016-9,Nowshera,Khyber-Pakhtunkhwa
8264.0,2016-9,Dadu,Sindh
8265.0,2016-9,Wazirabad,Punjab
8266.0,2016-9,Jaranwala,Punjab
8267.0,2016-9,Tando Allahyar,Sindh
8268.0,2016-9,Jaranwala,Punjab
8269.0,2016-9,Multan,Punjab
8270.0,2016-9,Sahiwal,Punjab
8271.0,2016-9,Wah Cantonment,Punjab
8272.0,2016-9,Sargodha,Punjab
8273.0,2016-9,Burewala,Punjab
8274.0,2016-9,Peshawar,Khyber-Pakhtunkhwa
8275.0,2016-9,Muridke,Punjab
8276.0,2016-9,Vehari,Punjab
8277.0,2016-9,Karachi,Sindh
8278.0,2016-9,Sialkot,Punjab
8279.0,2016-9,Chiniot,Punjab
8280.0,2016-9,Bahawalpur,Punjab
8281.0,2016-9,Khairpur,Sindh
8282.0,2016-9,Khanpur,Punjab
8283.0,2016-9,Kot Adu,Punjab
8284.0,2016-9,Shikarpur,Sindh
8285.0,2016-9,Kandhkot,Sindh
8286.0,2016-9,Ahmadpur East,Punjab
8287.0,2016-9,Bahawalpur,Punjab
8288.0,2016-9,Daska,Punjab
8289.0,2016-9,Quetta,Balochistan
8290.0,2016-9,Dera Ghazi Khan,Punjab
8291.0,2016-9,Kot Adu,Punjab
8292.0,2016-9,Dera Ghazi Khan,Punjab
8293.0,2016-9,Lahore,Punjab
8294.0,2016-9,Sialkot,Punjab
8295.0,2016-9,Mardan,Khyber-Pakhtunkhwa
8296.0,2016-9,Dadu,Sindh
8297.0,2016-9,Pakpattan,Punjab
8298.0,2016-9,Sialkot,Punjab
8299.0,2016-9,Hyderabad,Sindh
8300.0,2016-9,Mardan,Khyber-Pakhtunkhwa
8301.0,2016-9,Sadiqabad,Punjab
8302.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8303.0,2016-9,Mirpur Khas,Sindh
8304.0,2016-9,Jaranwala,Punjab
8305.0,2016-9,Chiniot,Punjab
8306.0,2016-9,Kasur,Punjab
8307.0,2016-9,Gojra,Punjab
8308.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8309.0,2016-9,Larkana,Sindh
8310.0,2016-9,Chiniot,Punjab
8311.0,2016-9,Wazirabad,Punjab
8312.0,2016-9,Karachi,Sindh
8313.0,2016-9,Muridke,Punjab
8314.0,2016-9,Sargodha,Punjab
8315.0,2016-9,Hyderabad,Sindh
8316.0,2016-9,Jaranwala,Punjab
8317.0,2016-9,Pakpattan,Punjab
8318.0,2016-9,Sadiqabad,Punjab
8319.0,2016-9,Khairpur,Sindh
8320.0,2016-9,Jhelum,Punjab
8321.0,2016-9,Bahawalpur,Punjab
8322.0,2016-9,Dera Ismail Khan,Khyber-Pakhtunkhwa
8323.0,2016-9,Pakpattan,Punjab
8324.0,2016-9,Chiniot,Punjab
8325.0,2016-9,Kohat,Khyber-Pakhtunkhwa
8326.0,2016-9,Dera Ismail Khan,Khyber-Pakhtunkhwa
8327.0,2016-9,Jaranwala,Punjab
8328.0,2016-9,Rawalpindi,Punjab
8329.0,2016-9,Dera Ismail Khan,Khyber-Pakhtunkhwa
8330.0,2016-9,Kāmoke,Punjab
8331.0,2016-9,Nowshera,Khyber-Pakhtunkhwa
8332.0,2016-9,Hyderabad,Sindh
8333.0,2016-9,Wazirabad,Punjab
8334.0,2016-9,Rawalpindi,Punjab
8335.0,2016-9,Shekhupura,Punjab
8336.0,2016-9,Jaranwala,Punjab
8337.0,2016-9,Sukkur,Sindh
8338.0,2016-9,Sadiqabad,Punjab
8339.0,2016-9,Sukkur,Sindh
8340.0,2016-9,Khuzdar,Balochistan
8341.0,2016-9,Chiniot,Punjab
8342.0,2016-9,Taxila,Punjab
8343.0,2016-9,Chakwal,Punjab
8344.0,2016-9,Mardan,Khyber-Pakhtunkhwa
8345.0,2016-9,Sahiwal,Punjab
8346.0,2016-9,Khairpur,Sindh
8347.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8348.0,2016-9,Karachi,Sindh
8349.0,2016-9,Khuzdar,Balochistan
8350.0,2016-9,Hafizabad,Punjab
8351.0,2016-9,Bahawalpur,Punjab
8352.0,2016-9,Mardan,Khyber-Pakhtunkhwa
8353.0,2016-9,Vehari,Punjab
8354.0,2016-9,Chaman,Balochistan
8355.0,2016-9,Pakpattan,Punjab
8356.0,2016-9,Sargodha,Punjab
8357.0,2016-9,Burewala,Punjab
8358.0,2016-9,Taxila,Punjab
8359.0,2016-9,Khairpur,Sindh
8360.0,2016-9,Sialkot,Punjab
8361.0,2016-9,Tando Adam,Sindh
8362.0,2016-9,Nawabshah,Sindh
8363.0,2016-9,Kāmoke,Punjab
8364.0,2016-9,Multan,Punjab
8365.0,2016-9,Sialkot,Punjab
8366.0,2016-9,Jacobabad,Sindh
8367.0,2016-9,Khuzdar,Balochistan
8368.0,2016-9,Rawalpindi,Punjab
8369.0,2016-9,Wah Cantonment,Punjab
8370.0,2016-9,Vehari,Punjab
8371.0,2016-9,Okara,Punjab
8372.0,2016-9,Pakpattan,Punjab
8373.0,2016-9,Vehari,Punjab
8374.0,2016-9,Wazirabad,Punjab
8375.0,2016-9,Chishtian,Punjab
8376.0,2016-9,Shikarpur,Sindh
8377.0,2016-9,Bahawalpur,Punjab
8378.0,2016-9,Taxila,Punjab
8379.0,2016-9,Kamalia,Punjab
8380.0,2016-9,Rawalpindi,Punjab
8381.0,2016-9,Kohat,Khyber-Pakhtunkhwa
8382.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8383.0,2016-9,Rawalpindi,Punjab
8384.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8385.0,2016-9,Muridke,Punjab
8386.0,2016-9,Mardan,Khyber-Pakhtunkhwa
8387.0,2016-9,Jacobabad,Sindh
8388.0,2016-9,Sargodha,Punjab
8389.0,2016-9,Chakwal,Punjab
8390.0,2016-9,Peshawar,Khyber-Pakhtunkhwa
8391.0,2016-9,Wazirabad,Punjab
8392.0,2016-9,Khanewal,Punjab
8393.0,2016-9,Sadiqabad,Punjab
8394.0,2016-9,Kot Adu,Punjab
8395.0,2016-9,Dera Ismail Khan,Khyber-Pakhtunkhwa
8396.0,2016-9,Karachi,Sindh
8397.0,2016-9,Kohat,Khyber-Pakhtunkhwa
8398.0,2016-9,Kandhkot,Sindh
8399.0,2016-9,Dera Ismail Khan,Khyber-Pakhtunkhwa
8400.0,2016-9,Dadu,Sindh
8401.0,2016-9,Larkana,Sindh
8402.0,2016-9,Sukkur,Sindh
8403.0,2016-9,Chishtian,Punjab
8404.0,2016-9,Okara,Punjab
8405.0,2016-9,Mardan,Khyber-Pakhtunkhwa
8406.0,2016-9,Khushab,Punjab
8407.0,2016-9,Tando Allahyar,Sindh
8408.0,2016-9,Muridke,Punjab
8409.0,2016-9,Khanpur,Punjab
8410.0,2016-9,Multan,Punjab
8411.0,2016-9,Hyderabad,Sindh
8412.0,2016-9,Khairpur,Sindh
8413.0,2016-9,Ahmadpur East,Punjab
8414.0,2016-9,Chakwal,Punjab
8415.0,2016-9,Kohat,Khyber-Pakhtunkhwa
8416.0,2016-9,Jhang,Punjab
8417.0,2016-9,Khuzdar,Balochistan
8418.0,2016-9,Peshawar,Khyber-Pakhtunkhwa
8419.0,2016-9,Khuzdar,Balochistan
8420.0,2016-9,Dadu,Sindh
8421.0,2016-9,Chishtian,Punjab
8422.0,2016-9,Chaman,Balochistan
8423.0,2016-9,Swabi,Khyber-Pakhtunkhwa
8424.0,2016-9,Faisalabad,Punjab
8425.0,2016-9,Bahawalpur,Punjab
8426.0,2016-9,Karachi,Sindh
8427.0,2016-9,Wah Cantonment,Punjab
8428.0,2016-9,Peshawar,Khyber-Pakhtunkhwa
8429.0,2016-9,Khairpur,Sindh
8430.0,2016-9,Gojra,Punjab
8431.0,2016-9,Hafizabad,Punjab
8432.0,2016-9,Peshawar,Khyber-Pakhtunkhwa
8433.0,2016-9,Mardan,Khyber-Pakhtunkhwa
8434.0,2016-9,Chiniot,Punjab
8435.0,2016-9,Kandhkot,Sindh
8436.0,2016-9,Muridke,Punjab
8437.0,2016-9,Jaranwala,Punjab
8438.0,2016-9,Kāmoke,Punjab
8439.0,2016-9,Chishtian,Punjab
8440.0,2016-9,Okara,Punjab
8441.0,2016-9,Hafizabad,Punjab
8442.0,2016-9,Rawalpindi,Punjab
8443.0,2016-9,Rahim Yar Khan,Punjab
8444.0,2016-9,Wah Cantonment,Punjab
8445.0,2016-9,Sargodha,Punjab
8446.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8447.0,2016-9,Muridke,Punjab
8448.0,2016-9,Kasur,Punjab
8449.0,2016-9,Khuzdar,Balochistan
8450.0,2016-9,Hyderabad,Sindh
8451.0,2016-9,Karachi,Sindh
8452.0,2016-9,Faisalabad,Punjab
8453.0,2016-9,Nowshera,Khyber-Pakhtunkhwa
8454.0,2016-9,Karachi,Sindh
8455.0,2016-9,Jhelum,Punjab
8456.0,2016-9,Khanewal,Punjab
8457.0,2016-9,Karachi,Sindh
8458.0,2016-9,Hafizabad,Punjab
8459.0,2016-9,Okara,Punjab
8460.0,2016-9,Kot Adu,Punjab
8461.0,2016-9,Kohat,Khyber-Pakhtunkhwa
8462.0,2016-9,Muridke,Punjab
8463.0,2016-9,Taxila,Punjab
8464.0,2016-9,Sahiwal,Punjab
8465.0,2016-9,Bahawalpur,Punjab
8466.0,2016-9,Quetta,Balochistan
8467.0,2016-9,Sukkur,Sindh
8468.0,2016-9,Wah Cantonment,Punjab
8469.0,2016-9,Peshawar,Khyber-Pakhtunkhwa
8470.0,2016-9,Ahmadpur East,Punjab
8471.0,2016-9,Sargodha,Punjab
8472.0,2016-9,Dera Ghazi Khan,Punjab
8473.0,2016-9,Gujranwala,Punjab
8474.0,2016-9,Ahmadpur East,Punjab
8475.0,2016-9,Chaman,Balochistan
8476.0,2016-9,Karachi,Sindh
8477.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8478.0,2016-9,Ahmadpur East,Punjab
8479.0,2016-9,Khuzdar,Balochistan
8480.0,2016-9,Mardan,Khyber-Pakhtunkhwa
8481.0,2016-9,Bahawalpur,Punjab
8482.0,2016-9,Wazirabad,Punjab
8483.0,2016-9,Muridke,Punjab
8484.0,2016-9,Kāmoke,Punjab
8485.0,2016-9,Wazirabad,Punjab
8486.0,2016-9,Wah Cantonment,Punjab
8487.0,2016-9,Ahmadpur East,Punjab
8488.0,2016-9,Jaranwala,Punjab
8489.0,2016-9,Wah Cantonment,Punjab
8490.0,2016-9,Khanpur,Punjab
8491.0,2016-9,Peshawar,Khyber-Pakhtunkhwa
8492.0,2016-9,Quetta,Balochistan
8493.0,2016-9,Jaranwala,Punjab
8494.0,2016-9,Taxila,Punjab
8495.0,2016-9,Mirpur Khas,Sindh
8496.0,2016-9,Peshawar,Khyber-Pakhtunkhwa
8497.0,2016-9,Muzaffargarh,Punjab
8498.0,2016-9,Multan,Punjab
8499.0,2016-9,Wazirabad,Punjab
8500.0,2016-9,Lahore,Punjab
8501.0,2016-9,Mandi Bahauddin,Punjab
8502.0,2016-9,Chishtian,Punjab
8503.0,2016-9,Karachi,Sindh
8504.0,2016-9,Mingora,Khyber-Pakhtunkhwa
8505.0,2016-9,Rahim Yar Khan,Punjab
8506.0,2016-9,Mardan,Khyber-Pakhtunkhwa
8507.0,2016-9,Vehari,Punjab
8508.0,2016-9,Kot Adu,Punjab
8509.0,2016-9,Peshawar,Khyber-Pakhtunkhwa
8510.0,2016-9,Mingora,Khyber-Pakhtunkhwa
8511.0,2016-9,Peshawar,Khyber-Pakhtunkhwa
8512.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8513.0,2016-9,Dadu,Sindh
8514.0,2016-9,Kohat,Khyber-Pakhtunkhwa
8515.0,2016-9,Mandi Bahauddin,Punjab
8516.0,2016-9,Multan,Punjab
8517.0,2016-9,Wah Cantonment,Punjab
8518.0,2016-9,Wazirabad,Punjab
8519.0,2016-9,Chiniot,Punjab
8520.0,2016-9,Kamalia,Punjab
8521.0,2016-9,Rawalpindi,Punjab
8522.0,2016-9,Nawabshah,Sindh
8523.0,2016-9,Dadu,Sindh
8524.0,2016-9,Gujrat,Punjab
8525.0,2016-9,Gujrat,Punjab
8526.0,2016-9,Tando Adam,Sindh
8527.0,2016-9,Mardan,Khyber-Pakhtunkhwa
8528.0,2016-9,Sukkur,Sindh
8529.0,2016-9,Sukkur,Sindh
8530.0,2016-9,Kohat,Khyber-Pakhtunkhwa
8531.0,2016-9,Hafizabad,Punjab
8532.0,2016-9,Gojra,Punjab
8533.0,2016-9,Kohat,Khyber-Pakhtunkhwa
8534.0,2016-9,Khushab,Punjab
8535.0,2016-9,Hafizabad,Punjab
8536.0,2016-9,Jacobabad,Sindh
8537.0,2016-9,Kandhkot,Sindh
8538.0,2016-9,Quetta,Balochistan
8539.0,2016-9,Sargodha,Punjab
8540.0,2016-9,Dera Ismail Khan,Khyber-Pakhtunkhwa
8541.0,2016-9,Tando Adam,Sindh
8542.0,2016-9,Pakpattan,Punjab
8543.0,2016-9,Sargodha,Punjab
8544.0,2016-9,Khanewal,Punjab
8545.0,2016-9,Khairpur,Sindh
8546.0,2016-9,Kasur,Punjab
8547.0,2016-9,Swabi,Khyber-Pakhtunkhwa
8548.0,2016-9,Gujranwala,Punjab
8549.0,2016-9,Multan,Punjab
8550.0,2016-9,Chakwal,Punjab
8551.0,2016-9,Khanpur,Punjab
8552.0,2016-9,Sahiwal,Punjab
8553.0,2016-9,Multan,Punjab
8554.0,2016-9,Mirpur Khas,Sindh
8555.0,2016-9,Sahiwal,Punjab
8556.0,2016-9,Mardan,Khyber-Pakhtunkhwa
8557.0,2016-9,Jacobabad,Sindh
8558.0,2016-9,Dadu,Sindh
8559.0,2016-9,Larkana,Sindh
8560.0,2016-9,Daska,Punjab
8561.0,2016-9,Muridke,Punjab
8562.0,2016-9,Tando Allahyar,Sindh
8563.0,2016-9,Wazirabad,Punjab
8564.0,2016-9,Sargodha,Punjab
8565.0,2016-9,Rawalpindi,Punjab
8566.0,2016-9,Pakpattan,Punjab
8567.0,2016-9,Kohat,Khyber-Pakhtunkhwa
8568.0,2016-9,Gojra,Punjab
8569.0,2016-9,Multan,Punjab
8570.0,2016-9,Sukkur,Sindh
8571.0,2016-9,Wazirabad,Punjab
8572.0,2016-9,Muridke,Punjab
8573.0,2016-9,Kohat,Khyber-Pakhtunkhwa
8574.0,2016-9,Hyderabad,Sindh
8575.0,2016-9,Jaranwala,Punjab
8576.0,2016-9,Chishtian,Punjab
8577.0,2016-9,Hafizabad,Punjab
8578.0,2016-9,Wazirabad,Punjab
8579.0,2016-9,Wah Cantonment,Punjab
8580.0,2016-9,Multan,Punjab
8581.0,2016-9,Wazirabad,Punjab
8582.0,2016-9,Chakdara,Khyber-Pakhtunkhwa
8583.0,2016-9,Tando Adam,Sindh
8584.0,2016-9,Sahiwal,Punjab
8585.0,2016-9,Kāmoke,Punjab
8586.0,2016-9,Bahawalpur,Punjab
8587.0,2016-9,Sargodha,Punjab
8588.0,2016-9,Wazirabad,Punjab
8589.0,2016-9,Chakdara,Khyber-Pakhtunkhwa
8590.0,2016-9,Shikarpur,Sindh
8591.0,2016-9,Bahawalpur,Punjab
8592.0,2016-9,Mandi Bahauddin,Punjab
8593.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8594.0,2016-9,Sadiqabad,Punjab
8595.0,2016-9,Multan,Punjab
8596.0,2016-9,Wazirabad,Punjab
8597.0,2016-9,Khanewal,Punjab
8598.0,2016-9,Hyderabad,Sindh
8599.0,2016-9,Chakdara,Khyber-Pakhtunkhwa
8600.0,2016-9,Bahawalpur,Punjab
8601.0,2016-9,Gujrat,Punjab
8602.0,2016-9,Sahiwal,Punjab
8603.0,2016-9,Chishtian,Punjab
8604.0,2016-9,Khuzdar,Balochistan
8605.0,2016-9,Jaranwala,Punjab
8606.0,2016-9,Khanpur,Punjab
8607.0,2016-9,Chakwal,Punjab
8608.0,2016-9,Wazirabad,Punjab
8609.0,2016-9,Swabi,Khyber-Pakhtunkhwa
8610.0,2016-9,Lahore,Punjab
8611.0,2016-9,Shekhupura,Punjab
8612.0,2016-9,Nowshera,Khyber-Pakhtunkhwa
8613.0,2016-9,Jacobabad,Sindh
8614.0,2016-9,Kasur,Punjab
8615.0,2016-9,Gujrat,Punjab
8616.0,2016-9,Khuzdar,Balochistan
8617.0,2016-9,Khushab,Punjab
8618.0,2016-9,Nawabshah,Sindh
8619.0,2016-9,Kandhkot,Sindh
8620.0,2016-9,Sargodha,Punjab
8621.0,2016-9,Muridke,Punjab
8622.0,2016-9,Sadiqabad,Punjab
8623.0,2016-9,Jaranwala,Punjab
8624.0,2016-9,Muridke,Punjab
8625.0,2016-9,Dera Ghazi Khan,Punjab
8626.0,2016-9,Jacobabad,Sindh
8627.0,2016-9,Pakpattan,Punjab
8628.0,2016-9,Jaranwala,Punjab
8629.0,2016-9,Nowshera,Khyber-Pakhtunkhwa
8630.0,2016-9,Hafizabad,Punjab
8631.0,2016-9,Multan,Punjab
8632.0,2016-9,Dera Ismail Khan,Khyber-Pakhtunkhwa
8633.0,2016-9,Jaranwala,Punjab
8634.0,2016-9,Chiniot,Punjab
8635.0,2016-9,Sahiwal,Punjab
8636.0,2016-9,Jaranwala,Punjab
8637.0,2016-9,Abbottabad,Khyber-Pakhtunkhwa
8638.0,2016-9,Wazirabad,Punjab
8639.0,2016-9,Gujrat,Punjab
8640.0,2016-9,Chishtian,Punjab
8641.0,2016-9,Khairpur,Sindh
8642.0,2016-9,Karachi,Sindh
8643.0,2016-9,Nawabshah,Sindh
8644.0,2016-9,Kandhkot,Sindh
8645.0,2016-9,Kot Adu,Punjab
8646.0,2016-9,Ahmadpur East,Punjab
8647.0,2016-9,Jaranwala,Punjab
8648.0,2016-9,Khuzdar,Balochistan
8649.0,2016-9,Chakwal,Punjab
8650.0,2016-9,Multan,Punjab
8651.0,2016-9,Dera Ismail Khan,Khyber-Pakhtunkhwa
8652.0,2016-9,Taxila,Punjab
